method,budget,error_weight,metric,mean,lo,hi,dialogues
depth2,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
depth2,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
depth2,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
depth2,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
depth2,0.0,4.0,questions,0.0,0.0,0.0,48
depth2,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
depth2,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth2,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
depth2,0.0,4.0,scope_questions,0.0,0.0,0.0,48
depth2,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
depth2,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
depth3,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
depth3,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
depth3,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
depth3,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
depth3,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
depth3,0.0,4.0,questions,0.0,0.0,0.0,48
depth3,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
depth3,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth3,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
depth3,0.0,4.0,scope_questions,0.0,0.0,0.0,48
depth3,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
depth3,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
full_history,0.0,4.0,loss,0.8854166666666666,0.5934895833333333,1.2395833333333333,48
full_history,0.0,4.0,project_correct,0.4583333333333333,0.32265625000000003,0.59375,48
full_history,0.0,4.0,correct,1.4270833333333333,1.2708333333333333,1.5833333333333333,48
full_history,0.0,4.0,incorrect,0.10416666666666667,0.03125,0.19791666666666666,48
full_history,0.0,4.0,unfinished,0.46875,0.3229166666666667,0.625,48
full_history,0.0,4.0,questions,0.0,0.0,0.0,48
full_history,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
full_history,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
full_history,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
full_history,0.0,4.0,scope_questions,0.0,0.0,0.0,48
full_history,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
full_history,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
generic2,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
generic2,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
generic2,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
generic2,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
generic2,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
generic2,0.0,4.0,questions,0.0,0.0,0.0,48
generic2,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
generic2,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
generic2,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
generic2,0.0,4.0,scope_questions,0.0,0.0,0.0,48
generic2,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
generic2,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,loss,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,project_correct,1.0,1.0,1.0,48
ideal_depth2,0.0,4.0,correct,2.0,2.0,2.0,48
ideal_depth2,0.0,4.0,incorrect,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,unfinished,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,questions,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,scope_questions,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
ideal_depth2,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
no_scope,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
no_scope,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
no_scope,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
no_scope,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
no_scope,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
no_scope,0.0,4.0,questions,0.0,0.0,0.0,48
no_scope,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
no_scope,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
no_scope,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
no_scope,0.0,4.0,scope_questions,0.0,0.0,0.0,48
no_scope,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
no_scope,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
one_step,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
one_step,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
one_step,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
one_step,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
one_step,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
one_step,0.0,4.0,questions,0.0,0.0,0.0,48
one_step,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
one_step,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
one_step,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
one_step,0.0,4.0,scope_questions,0.0,0.0,0.0,48
one_step,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
one_step,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
request_specific,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
request_specific,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
request_specific,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
request_specific,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
request_specific,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
request_specific,0.0,4.0,questions,0.0,0.0,0.0,48
request_specific,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
request_specific,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
request_specific,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
request_specific,0.0,4.0,scope_questions,0.0,0.0,0.0,48
request_specific,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
request_specific,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
semantic_memory,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,48
semantic_memory,0.0,4.0,project_correct,0.020833333333333332,0.0,0.0625,48
semantic_memory,0.0,4.0,correct,0.34375,0.20833333333333334,0.4898437499999986,48
semantic_memory,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
semantic_memory,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,48
semantic_memory,0.0,4.0,questions,0.0,0.0,0.0,48
semantic_memory,0.0,4.0,repeated_questions,0.0,0.0,0.0,48
semantic_memory,0.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
semantic_memory,0.0,4.0,unresolved_responses,0.0,0.0,0.0,48
semantic_memory,0.0,4.0,scope_questions,0.0,0.0,0.0,48
semantic_memory,0.0,4.0,predicted_benefit,0.0,0.0,0.0,48
semantic_memory,0.0,4.0,realized_benefit,0.0,0.0,0.0,48
completion,1.0,4.0,loss,1.2395833333333333,1.0625,1.4166666666666667,48
completion,1.0,4.0,project_correct,0.13541666666666666,0.052083333333333336,0.22916666666666666,48
completion,1.0,4.0,correct,0.7916666666666666,0.625,0.9583333333333334,48
completion,1.0,4.0,incorrect,0.010416666666666666,0.0,0.03125,48
completion,1.0,4.0,unfinished,1.1979166666666667,1.03125,1.3645833333333333,48
completion,1.0,4.0,questions,1.0,1.0,1.0,48
completion,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
completion,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
completion,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
completion,1.0,4.0,scope_questions,0.0,0.0,0.0,48
completion,1.0,4.0,predicted_benefit,0.4878802511307536,0.3672657023134283,0.6098072050121833,48
completion,1.0,4.0,realized_benefit,0.4791666666666667,0.3229166666666667,0.6458333333333334,48
depth2,1.0,4.0,loss,1.125,0.9166666666666666,1.3645833333333333,48
depth2,1.0,4.0,project_correct,0.19791666666666666,0.09375,0.3125,48
depth2,1.0,4.0,correct,0.96875,0.8020833333333334,1.1354166666666667,48
depth2,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
depth2,1.0,4.0,unfinished,1.0,0.8229166666666666,1.1666666666666667,48
depth2,1.0,4.0,questions,0.78125,0.6770833333333334,0.8752604166666652,48
depth2,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
depth2,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth2,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
depth2,1.0,4.0,scope_questions,0.0,0.0,0.0,48
depth2,1.0,4.0,predicted_benefit,0.5771322888741476,0.4725304831909152,0.6777766317074332,48
depth2,1.0,4.0,realized_benefit,0.59375,0.4479166666666667,0.7291666666666666,48
depth3,1.0,4.0,loss,1.125,0.9166666666666666,1.3645833333333333,48
depth3,1.0,4.0,project_correct,0.19791666666666666,0.09375,0.3125,48
depth3,1.0,4.0,correct,0.96875,0.8020833333333334,1.1354166666666667,48
depth3,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
depth3,1.0,4.0,unfinished,1.0,0.8229166666666666,1.1666666666666667,48
depth3,1.0,4.0,questions,0.78125,0.6770833333333334,0.8752604166666652,48
depth3,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
depth3,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth3,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
depth3,1.0,4.0,scope_questions,0.0,0.0,0.0,48
depth3,1.0,4.0,predicted_benefit,0.5771322888741476,0.4725304831909152,0.6777766317074332,48
depth3,1.0,4.0,realized_benefit,0.59375,0.4479166666666667,0.7291666666666666,48
full_history,1.0,4.0,loss,0.8541666666666666,0.5625,1.2083333333333333,48
full_history,1.0,4.0,project_correct,0.46875,0.3229166666666667,0.6041666666666666,48
full_history,1.0,4.0,correct,1.4583333333333333,1.3125,1.6041666666666667,48
full_history,1.0,4.0,incorrect,0.10416666666666667,0.03125,0.19791666666666666,48
full_history,1.0,4.0,unfinished,0.4375,0.3125,0.5833333333333334,48
full_history,1.0,4.0,questions,0.03125,0.0,0.08333333333333333,48
full_history,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
full_history,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
full_history,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
full_history,1.0,4.0,scope_questions,0.0,0.0,0.0,48
full_history,1.0,4.0,predicted_benefit,0.03125,0.0,0.08333333333333333,48
full_history,1.0,4.0,realized_benefit,0.03125,0.0,0.08333333333333333,48
generic2,1.0,4.0,loss,1.125,0.9166666666666666,1.3645833333333333,48
generic2,1.0,4.0,project_correct,0.19791666666666666,0.09375,0.3125,48
generic2,1.0,4.0,correct,0.96875,0.8020833333333334,1.1354166666666667,48
generic2,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
generic2,1.0,4.0,unfinished,1.0,0.8229166666666666,1.1666666666666667,48
generic2,1.0,4.0,questions,0.78125,0.6770833333333334,0.8752604166666652,48
generic2,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
generic2,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
generic2,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
generic2,1.0,4.0,scope_questions,0.0,0.0,0.0,48
generic2,1.0,4.0,predicted_benefit,0.5771322888741476,0.4725304831909152,0.6777766317074332,48
generic2,1.0,4.0,realized_benefit,0.59375,0.4479166666666667,0.7291666666666666,48
ideal_depth2,1.0,4.0,loss,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,project_correct,1.0,1.0,1.0,48
ideal_depth2,1.0,4.0,correct,2.0,2.0,2.0,48
ideal_depth2,1.0,4.0,incorrect,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,unfinished,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,questions,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,scope_questions,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,predicted_benefit,0.0,0.0,0.0,48
ideal_depth2,1.0,4.0,realized_benefit,0.0,0.0,0.0,48
no_scope,1.0,4.0,loss,1.125,0.9166666666666666,1.3645833333333333,48
no_scope,1.0,4.0,project_correct,0.19791666666666666,0.09375,0.3125,48
no_scope,1.0,4.0,correct,0.96875,0.8020833333333334,1.1354166666666667,48
no_scope,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
no_scope,1.0,4.0,unfinished,1.0,0.8229166666666666,1.1666666666666667,48
no_scope,1.0,4.0,questions,0.78125,0.6770833333333334,0.8752604166666652,48
no_scope,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
no_scope,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
no_scope,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
no_scope,1.0,4.0,scope_questions,0.0,0.0,0.0,48
no_scope,1.0,4.0,predicted_benefit,0.5771322888741476,0.4725304831909152,0.6777766317074332,48
no_scope,1.0,4.0,realized_benefit,0.59375,0.4479166666666667,0.7291666666666666,48
one_step,1.0,4.0,loss,1.125,0.9166666666666666,1.3645833333333333,48
one_step,1.0,4.0,project_correct,0.19791666666666666,0.09375,0.3125,48
one_step,1.0,4.0,correct,0.96875,0.8020833333333334,1.1354166666666667,48
one_step,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
one_step,1.0,4.0,unfinished,1.0,0.8229166666666666,1.1666666666666667,48
one_step,1.0,4.0,questions,0.78125,0.6770833333333334,0.8752604166666652,48
one_step,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
one_step,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
one_step,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
one_step,1.0,4.0,scope_questions,0.0,0.0,0.0,48
one_step,1.0,4.0,predicted_benefit,0.5771322888741476,0.4725304831909152,0.6777766317074332,48
one_step,1.0,4.0,realized_benefit,0.59375,0.4479166666666667,0.7291666666666666,48
request_specific,1.0,4.0,loss,1.125,0.9166666666666666,1.3645833333333333,48
request_specific,1.0,4.0,project_correct,0.19791666666666666,0.09375,0.3125,48
request_specific,1.0,4.0,correct,0.96875,0.8020833333333334,1.1354166666666667,48
request_specific,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
request_specific,1.0,4.0,unfinished,1.0,0.8229166666666666,1.1666666666666667,48
request_specific,1.0,4.0,questions,0.78125,0.6770833333333334,0.8752604166666652,48
request_specific,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
request_specific,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
request_specific,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
request_specific,1.0,4.0,scope_questions,0.0,0.0,0.0,48
request_specific,1.0,4.0,predicted_benefit,0.5771322888741476,0.4725304831909152,0.6777766317074332,48
request_specific,1.0,4.0,realized_benefit,0.59375,0.4479166666666667,0.7291666666666666,48
semantic_memory,1.0,4.0,loss,1.34375,1.0830729166666666,1.625,48
semantic_memory,1.0,4.0,project_correct,0.22916666666666666,0.125,0.34375,48
semantic_memory,1.0,4.0,correct,0.75,0.5416666666666666,0.9791666666666666,48
semantic_memory,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
semantic_memory,1.0,4.0,unfinished,1.21875,1.0,1.4270833333333333,48
semantic_memory,1.0,4.0,questions,0.9479166666666666,0.8854166666666666,0.9895833333333334,48
semantic_memory,1.0,4.0,repeated_questions,0.0,0.0,0.0,48
semantic_memory,1.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
semantic_memory,1.0,4.0,unresolved_responses,0.0,0.0,0.0,48
semantic_memory,1.0,4.0,scope_questions,0.0,0.0,0.0,48
semantic_memory,1.0,4.0,predicted_benefit,0.2633791444587133,0.17447540763446037,0.3557392676947656,48
semantic_memory,1.0,4.0,realized_benefit,0.375,0.22916666666666666,0.5208333333333334,48
completion,2.0,4.0,loss,0.8020833333333334,0.6666666666666666,0.9273437499999986,48
completion,2.0,4.0,project_correct,0.22916666666666666,0.11458333333333333,0.3541666666666667,48
completion,2.0,4.0,correct,1.2291666666666667,1.1145833333333333,1.3541666666666667,48
completion,2.0,4.0,incorrect,0.010416666666666666,0.0,0.03125,48
completion,2.0,4.0,unfinished,0.7604166666666666,0.6354166666666666,0.875,48
completion,2.0,4.0,questions,2.0,2.0,2.0,48
completion,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
completion,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
completion,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
completion,2.0,4.0,scope_questions,0.0,0.0,0.0,48
completion,2.0,4.0,predicted_benefit,0.9948555868370877,0.9588860951933764,1.0285516499866743,48
completion,2.0,4.0,realized_benefit,0.9166666666666666,0.8020833333333334,1.03125,48
depth2,2.0,4.0,loss,0.65625,0.4895833333333333,0.8333333333333334,48
depth2,2.0,4.0,project_correct,0.40625,0.28098958333333335,0.5416666666666666,48
depth2,2.0,4.0,correct,1.40625,1.2809895833333333,1.5416666666666667,48
depth2,2.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
depth2,2.0,4.0,unfinished,0.5729166666666666,0.4375,0.7083333333333334,48
depth2,2.0,4.0,questions,1.84375,1.7395833333333333,1.9375,48
depth2,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
depth2,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth2,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
depth2,2.0,4.0,scope_questions,0.0,0.0,0.0,48
depth2,2.0,4.0,predicted_benefit,1.088697566531686,1.029715778887872,1.1535708620704452,48
depth2,2.0,4.0,realized_benefit,1.0625,0.9583333333333334,1.1666666666666667,48
depth3,2.0,4.0,loss,0.65625,0.4895833333333333,0.8333333333333334,48
depth3,2.0,4.0,project_correct,0.40625,0.28098958333333335,0.5416666666666666,48
depth3,2.0,4.0,correct,1.40625,1.2809895833333333,1.5416666666666667,48
depth3,2.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
depth3,2.0,4.0,unfinished,0.5729166666666666,0.4375,0.7083333333333334,48
depth3,2.0,4.0,questions,1.84375,1.7395833333333333,1.9375,48
depth3,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
depth3,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
depth3,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
depth3,2.0,4.0,scope_questions,0.0,0.0,0.0,48
depth3,2.0,4.0,predicted_benefit,1.088697566531686,1.029715778887872,1.1535708620704452,48
depth3,2.0,4.0,realized_benefit,1.0625,0.9583333333333334,1.1666666666666667,48
full_history,2.0,4.0,loss,0.8541666666666666,0.5625,1.2083333333333333,48
full_history,2.0,4.0,project_correct,0.46875,0.3229166666666667,0.6041666666666666,48
full_history,2.0,4.0,correct,1.4583333333333333,1.3125,1.6041666666666667,48
full_history,2.0,4.0,incorrect,0.10416666666666667,0.03125,0.19791666666666666,48
full_history,2.0,4.0,unfinished,0.4375,0.3125,0.5833333333333334,48
full_history,2.0,4.0,questions,0.03125,0.0,0.08333333333333333,48
full_history,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
full_history,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
full_history,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
full_history,2.0,4.0,scope_questions,0.0,0.0,0.0,48
full_history,2.0,4.0,predicted_benefit,0.03125,0.0,0.08333333333333333,48
full_history,2.0,4.0,realized_benefit,0.03125,0.0,0.08333333333333333,48
generic2,2.0,4.0,loss,0.65625,0.4895833333333333,0.8333333333333334,48
generic2,2.0,4.0,project_correct,0.40625,0.28098958333333335,0.5416666666666666,48
generic2,2.0,4.0,correct,1.40625,1.2809895833333333,1.5416666666666667,48
generic2,2.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
generic2,2.0,4.0,unfinished,0.5729166666666666,0.4375,0.7083333333333334,48
generic2,2.0,4.0,questions,1.84375,1.7395833333333333,1.9375,48
generic2,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
generic2,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
generic2,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
generic2,2.0,4.0,scope_questions,0.0,0.0,0.0,48
generic2,2.0,4.0,predicted_benefit,1.088697566531686,1.029715778887872,1.1535708620704452,48
generic2,2.0,4.0,realized_benefit,1.0625,0.9583333333333334,1.1666666666666667,48
ideal_depth2,2.0,4.0,loss,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,project_correct,1.0,1.0,1.0,48
ideal_depth2,2.0,4.0,correct,2.0,2.0,2.0,48
ideal_depth2,2.0,4.0,incorrect,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,unfinished,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,questions,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,scope_questions,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,predicted_benefit,0.0,0.0,0.0,48
ideal_depth2,2.0,4.0,realized_benefit,0.0,0.0,0.0,48
no_scope,2.0,4.0,loss,0.65625,0.4895833333333333,0.8333333333333334,48
no_scope,2.0,4.0,project_correct,0.40625,0.28098958333333335,0.5416666666666666,48
no_scope,2.0,4.0,correct,1.40625,1.2809895833333333,1.5416666666666667,48
no_scope,2.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
no_scope,2.0,4.0,unfinished,0.5729166666666666,0.4375,0.7083333333333334,48
no_scope,2.0,4.0,questions,1.84375,1.7395833333333333,1.9375,48
no_scope,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
no_scope,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
no_scope,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
no_scope,2.0,4.0,scope_questions,0.0,0.0,0.0,48
no_scope,2.0,4.0,predicted_benefit,1.088697566531686,1.029715778887872,1.1535708620704452,48
no_scope,2.0,4.0,realized_benefit,1.0625,0.9583333333333334,1.1666666666666667,48
one_step,2.0,4.0,loss,0.8958333333333334,0.69765625,1.1041666666666667,48
one_step,2.0,4.0,project_correct,0.3854166666666667,0.2604166666666667,0.5104166666666666,48
one_step,2.0,4.0,correct,1.1666666666666667,0.9684895833333333,1.3645833333333333,48
one_step,2.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
one_step,2.0,4.0,unfinished,0.8125,0.6145833333333334,1.0208333333333333,48
one_step,2.0,4.0,questions,1.375,1.1666666666666667,1.573177083333332,48
one_step,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
one_step,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
one_step,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
one_step,2.0,4.0,scope_questions,0.0,0.0,0.0,48
one_step,2.0,4.0,predicted_benefit,0.8439560257374334,0.7101651818721868,0.9749485287927229,48
one_step,2.0,4.0,realized_benefit,0.8229166666666666,0.6666666666666666,1.0,48
request_specific,2.0,4.0,loss,0.65625,0.4895833333333333,0.8333333333333334,48
request_specific,2.0,4.0,project_correct,0.40625,0.28098958333333335,0.5416666666666666,48
request_specific,2.0,4.0,correct,1.40625,1.2809895833333333,1.5416666666666667,48
request_specific,2.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,48
request_specific,2.0,4.0,unfinished,0.5729166666666666,0.4375,0.7083333333333334,48
request_specific,2.0,4.0,questions,1.84375,1.7395833333333333,1.9375,48
request_specific,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
request_specific,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
request_specific,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
request_specific,2.0,4.0,scope_questions,0.0,0.0,0.0,48
request_specific,2.0,4.0,predicted_benefit,1.088697566531686,1.029715778887872,1.1535708620704452,48
request_specific,2.0,4.0,realized_benefit,1.0625,0.9583333333333334,1.1666666666666667,48
semantic_memory,2.0,4.0,loss,0.75,0.5416666666666666,1.0104166666666667,48
semantic_memory,2.0,4.0,project_correct,0.4270833333333333,0.2916666666666667,0.5625,48
semantic_memory,2.0,4.0,correct,1.34375,1.1770833333333333,1.5104166666666667,48
semantic_memory,2.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,48
semantic_memory,2.0,4.0,unfinished,0.625,0.46875,0.78125,48
semantic_memory,2.0,4.0,questions,1.6666666666666667,1.5104166666666667,1.8020833333333333,48
semantic_memory,2.0,4.0,repeated_questions,0.0,0.0,0.0,48
semantic_memory,2.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
semantic_memory,2.0,4.0,unresolved_responses,0.0,0.0,0.0,48
semantic_memory,2.0,4.0,scope_questions,0.0,0.0,0.0,48
semantic_memory,2.0,4.0,predicted_benefit,0.7930590912978515,0.6760358673158752,0.9111872051628279,48
semantic_memory,2.0,4.0,realized_benefit,0.96875,0.8125,1.125,48
completion,4.0,4.0,loss,0.3020833333333333,0.14583333333333334,0.5002604166666652,48
completion,4.0,4.0,project_correct,0.7604166666666666,0.6354166666666666,0.8645833333333334,48
completion,4.0,4.0,correct,1.7604166666666667,1.6354166666666667,1.8645833333333333,48
completion,4.0,4.0,incorrect,0.020833333333333332,0.0,0.0625,48
completion,4.0,4.0,unfinished,0.21875,0.11458333333333333,0.3335937499999986,48
completion,4.0,4.0,questions,3.6875,3.5625,3.8125,48
completion,4.0,4.0,repeated_questions,0.0,0.0,0.0,48
completion,4.0,4.0,incorrect_scope_transfers,0.0,0.0,0.0,48
completion,4.0,4.0,unresolved_responses,0.0,0.0,0.0,48
completion,4.0,4.0,scope_questions,0.0,0.0,0.0,48
completion,4.0,4.0,predicted_benefit,1.612822886289079,1.4941786294307728,1.7241066754436007,48
completion,4.0,4.0,realized_benefit,1.4166666666666667,1.1872395833333333,1.6458333333333333,48
depth2,4.0,4.0,loss,0.16666666666666666,0.020833333333333332,0.375,48
depth2,4.0,4.0,project_correct,0.8958333333333334,0.8125,0.9791666666666666,48
depth2,4.0,4.0,correct,1.8958333333333333,1.8125,1.9791666666666667,48
depth2,4.0,4.0,incorrect,0.020833333333333332,0.0,0.0625,48
depth2,4.0,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,48
